"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Steuben County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uben,Addison (Town),1.6 MI E OF_ADDSION,417 417 64041338 GOODHUE CREEK,NYSDOT,1997,09/28/2015,N,5.85
uben,Addison (Town),1.5 MI W OF ADDISON,COUNTY ROAD 119 CATHERINE CREEK,30 - County,1961,09/21/2017,N,6.00
uben,Addison (Town),1.6 MI N OF ADDISON,JOHN RIAL ROAD GOODHUE CREEK,40 - Town,1998,09/15/2016,N,6.10
uben,Addison (Village),IN ADDISON,417 417 64041320 CANISTEO RIVER,NYSDOT,1997,05/13/2016,N,5.37
uben,Addison (Village),IN ADDISON,SOUTH STREET TUSCARORA CREEK,41 - Village,1951,04/25/2017,FO,6.64
uben,Arkport (Village),S END OF ARKPORT,36  36 64013043 LIMEKILN CREEK,NYSDOT,1967,04/19/2016,N,5.00
uben,Arkport (Village),W END OF ARKPORT,961F 70 64021026 MARSH DITCH,NYSDOT,1968,04/19/2016,N,5.00
uben,Arkport (Village),1.6 MI SW OF ARKPORT,COUNTY ROAD 67 CANISTEO RIVER,30 - County,1950,10/14/2015,N,5.19
uben,Arkport (Village),IN ARKPORT,HURLBUT STREET MARSH DITCH,41 - Village,1974,09/03/2015,N,4.86
uben,Arkport (Village),VILLAGE OF ARKPORT,MEADOWBROOK ROAD LIME KILN CREEK,41 - Village,1955,09/22/2015,N,4.67
uben,Avoca (Town),.7 MI NW JCT I86 & SR 53,86I 17 64034A01 390I390I64011003,NYSDOT,1971,10/11/2017,N,5.99
uben,Avoca (Town),2.4 MI W JCT RTS 17 + 415,86I 17 64044177 CO RD 70A,NYSDOT,1970,06/14/2016,N,6.03
uben,Avoca (Town),2.4 MI W JCT SR17 & SR415,86I 17 64044177 COUNTY ROAD 70A,NYSDOT,1970,06/14/2016,N,6.10
uben,Avoca (Town),JCT RTS 17 + 415,86I 17 64044199 415  15 64011350,NYSDOT,1973,07/19/2017,N,4.47
uben,Avoca (Town),.4 MI E JCT I86 & SR 415,86I 17 64044201 B & H RR,NYSDOT,1973,07/20/2017,N,5.25
uben,Avoca (Town),.4 MI E JCT I86 & SR 415,86I 17 64044201 B & H RR,NYSDOT,1973,07/20/2017,N,4.93
uben,Avoca (Town),0.5 MI. W JCT RTS 17+390,86I 17 64044203 COHOCTON RIVER,NYSDOT,1973,04/25/2017,N,5.46
uben,Avoca (Town),0.5 MI. W JCT RTS 17+390,86I 17 64044203 COHOCTON RIVER,NYSDOT,1973,04/25/2017,N,5.35
uben,Avoca (Town),JCT I86 & I390,86I 17 64044207 390I390I64011007,NYSDOT,1973,10/11/2017,N,6.28
uben,Avoca (Town),1.4 MI NW OF AVOCA,390I 390I64011043 TEN MILE CREEK,NYSDOT,1974,07/21/2015,N,4.68
uben,Avoca (Town),NE END OF AVOCA,390I390I64011030 COUNTY ROAD 8,NYSDOT,1974,05/20/2016,N,6.63
uben,Avoca (Town),NE END OF AVOCA,390I390I64011030 COUNTY ROAD 8,NYSDOT,1974,05/20/2016,N,6.72
uben,Avoca (Town),.7 MILE NW OF AVOCA,390I390I64011038 COUNTY ROAD 7,NYSDOT,1974,07/18/2016,N,5.36
uben,Avoca (Town),.7 MILE NW OF AVOCA,390I390I64011038 COUNTY ROAD 7,NYSDOT,1974,07/18/2016,N,5.42
uben,Avoca (Town),1.5 MILES NW OF AVOCA,390I390I64011044 COHOCTON RIVER,NYSDOT,1974,10/13/2015,N,5.18
uben,Avoca (Town),1.5 MILES NW OF AVOCA,390I390I64011044 COHOCTON RIVER,NYSDOT,1974,10/13/2015,N,5.16
uben,Avoca (Town),.3 MILE SE OF WALLACE,390I390I64011055 NEIL CREEK,NYSDOT,1974,07/21/2015,N,5.26
uben,Avoca (Town),.3 MILE SE OF WALLACE,390I390I64011055 NEIL CREEK,NYSDOT,1974,07/21/2015,N,4.91
uben,Avoca (Town),.2 MILE SOUTH OF WALLACE,390I390I64011057 COHOCTON RIVER,NYSDOT,1974,08/18/2015,N,5.98
uben,Avoca (Town),.2 MILE SOUTH OF WALLACE,390I390I64011057 COHOCTON RIVER,NYSDOT,1974,08/18/2015,N,5.80
uben,Avoca (Town),JCT I390 & SR 415,390I390I64011058 415  15 64011426,NYSDOT,1976,07/13/2016,N,5.63
uben,Avoca (Town),JCT I390 & SR 415,390I390I64011058 415  15 64011426,NYSDOT,1976,07/13/2016,N,5.70
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Steuben County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uben,Avoca (Town),.3 MILE NW OF WALLACE,390I390I64011059 B & H RR,NYSDOT,1976,04/17/2017,N,5.94
uben,Avoca (Town),.3 MILE NW OF WALLACE,390I390I64011060 B & H RR,NYSDOT,1976,04/17/2017,N,5.57
uben,Avoca (Town),3.6 MI S OF COHOCTON,390I390I64011067 COHOCTON RIVER,NYSDOT,1976,11/01/2016,N,5.66
uben,Avoca (Town),3.6 MI S OF COHOCTON,390I390I64011069 COHOCTON RIVER,NYSDOT,1976,11/04/2015,N,5.84
uben,Avoca (Town),JCT SR 415 & COHOCTON RIV,415  15 64011379 COHOCTON RIVER,NYSDOT,1991,04/14/2016,N,5.12
uben,Avoca (Town),0.6 MI NW JCT RTS 17 +415,415  15 64011383 SALMON CREEK,NYSDOT,1940,08/25/2015,N,4.25
uben,Avoca (Town),0.5 MI S OF WALLACE,415  15 64011422 NEIL CREEK,NYSDOT,1961,11/12/2015,N,6.12
uben,Avoca (Town),0.1 MI S OF WALLACE,415  15 64011425 COHOCTON RIVER,NYSDOT,2003,11/03/2015,N,5.60
uben,Avoca (Town),N END OF WALLACE RTE 415,415  15 64011433 TWELVE MILE CR,NYSDOT,1970,03/21/2016,N,6.05
uben,Avoca (Town),0.8 MI SW JCT RTS 17 +415,86I  17 64044191 GOFF CREEK,NYSDOT,1970,07/21/2015,N,5.47
uben,Avoca (Town),0.8 MI SW JCT RTS 17 +415,86I  17 64044191 GOFF CREEK,NYSDOT,1970,07/21/2015,N,5.56
uben,Avoca (Town),JCT RTS 17 + 415,86I 17 64044199 415  15 64011350,NYSDOT,1973,07/19/2017,N,4.61
uben,Avoca (Town),1.3 MI SE OF AVOCA,961J 961J64011002 B & H RR,NYSDOT,1973,08/12/2015,N,4.83
uben,Avoca (Town),1.2 MI SE OF AVOCA,961J 961J64011004 390I390I64011019,NYSDOT,1973,07/27/2017,N,5.16
uben,Avoca (Town),1.7 MILES SW OF WALLACE,CLYMO ROAD NEIL CREEK,40 - Town,1982,07/11/2017,SD,3.63
uben,Avoca (Town),1.6 MI SE OF WALLACE,COUNTY ROAD 105 TENMILE CREEK,30 - County,1964,06/26/2017,N,5.82
uben,Avoca (Town),0.3 MI E OF WALLACE,COUNTY ROAD 105 WALLACE CREEK,30 - County,1936,07/19/2017,N,6.62
uben,Avoca (Town),3.1 MILES WEST OF WALLACE,COUNTY ROAD 6 NEILS CREEK,30 - County,1988,06/26/2017,N,5.89
uben,Avoca (Town),1.4 MILES SW OF WALLACE,COUNTY ROAD 6 NEILS CREEK,30 - County,1983,09/28/2017,SD,7.00
uben,Avoca (Town),0.7 MI S OF WALLACE,COUNTY ROAD 6 NEILS CREEK,30 - County,1997,05/23/2017,N,6.91
uben,Avoca (Town),1.2 MI SW OF WALLACE,COUNTY ROAD 6 NEILS CREEK,30 - County,2000,09/12/2016,N,6.81
uben,Avoca (Town),2.5 MILE WEST OF WALLACE,COUNTY ROAD 6 NEILS CREEK,30 - County,1985,06/19/2017,N,6.50
uben,Avoca (Town),3.1 MI E OF HOWARD,COUNTY ROAD 69 GOFF CREEK,30 - County,1971,07/17/2017,FO,6.04
uben,Avoca (Town),1.8 MI E OF WALLACE,COUNTY ROAD 7 TENMILE CREEK,30 - County,1968,07/19/2017,N,5.82
uben,Avoca (Town),1.5 MI S OF AVOCA,COUNTY ROAD 70A GOFF CREEK,30 - County,1995,07/19/2017,N,7.00
uben,Avoca (Town),VILLAGE OF AVOCA,GRANT STREET SALMON CREEK,41 - Village,1992,06/02/2016,N,6.47
uben,Avoca (Town),0.7 MI NE OF WALLACE,OLMSTEAD ROAD WALLACE CREEK,40 - Town,1936,06/09/2016,N,5.88
uben,Avoca (Village),.3 MILE NW OF AVOCA,415 415 64011400 COHOCTON RIVER,NYSDOT,2008,10/31/2016,N,6.54
uben,Bath (Town),0.3 MI NW JCT RTS 17 + 53,86I 17 64044217 FIVE MILE CREEK,NYSDOT,1973,07/29/2015,N,5.54
uben,Bath (Town),0.3 MI NW JCT RTS 17 + 53,86I 17 64044217 FIVE MILE CREEK,NYSDOT,1973,07/29/2015,N,5.41
uben,Bath (Town),JCT RTS 17 + 53,86I 17 64044220 53 53 6401 1006,NYSDOT,1973,05/31/2017,N,5.25
uben,Bath (Town),JCT RTS 17 + 53,86I 17 64044220 53 53 6401 1006,NYSDOT,1973,05/31/2017,N,5.14
uben,Bath (Town),1.7 MI NW OF BATH - I86,86I 17 64044235 TRIB COHOCTON RVR,NYSDOT,1972,09/28/2015,N,5.00
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Steuben County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uben,Bath (Town),1.5 MI NW OF BATH RTE 17,86I 17 64044237 415X 15 64011341,NYSDOT,1973,04/20/2017,N,5.47
uben,Bath (Town),1.5 MI NW OF BATH RTE 17,86I 17 64044237 415X 15 64011341,NYSDOT,1973,04/20/2017,N,5.28
uben,Bath (Town),1.2 MI NW OF BATH RTE 17,86I 17 64044240 HARRISBURG CREEK,NYSDOT,1973,08/04/2015,SD,4.92
uben,Bath (Town),1.2 MI NW OF BATH RTE 17,86I 17 64044240 HARRISBURG CREEK,NYSDOT,1973,08/04/2015,N,5.05
uben,Bath (Town),3.1 MI SE OF BATH RTE 17,86I 17 64044283 BABCOCK HOLLOW RD,NYSDOT,1969,05/09/2017,N,4.89
uben,Bath (Town),3.1 MI SE OF BATH RTE 17,86I 17 64044283 BABCOCK HOLLOW RD,NYSDOT,1969,05/09/2017,SD,4.95
uben,Bath (Town),2.0 MI SE OF BATH,86I 17 64044296 SMITH RUN,NYSDOT,1969,04/05/2017,N,6.04
uben,Bath (Town),2.0 MI SE OF BATH,86I 17 64044296 SMITH RUN,NYSDOT,1969,04/05/2017,N,6.16
uben,Bath (Town),1.3 MI NW JCT RTS 17 +226,86I 17 64044307 TOWN ROAD 64,NYSDOT,1969,04/13/2017,N,5.16
uben,Bath (Town),1.3 MI NW JCT RTS 17 +226,86I 17 64044307 TOWN ROAD 64,NYSDOT,1969,04/13/2017,N,4.72
uben,Bath (Town),.6 MI NW JCT I86 & SR 226,86I 17 64044313 TRIB COHOCTON RVR,NYSDOT,1969,03/30/2017,N,4.00
uben,Bath (Town),0.1 MI NE JCT I-86 +SR226,226 226 64011102 MUD CREEK,NYSDOT,1970,05/18/2016,FO,5.92
uben,Bath (Town),SR 415- 1.2 MI NW OF BATH,415  15 64011338 HARRIS HOLLOW CRK,NYSDOT,1936,03/23/2016,SD,4.42
uben,Bath (Town),JCT SR 415 & COHOCTON RIV,415  15 64011354 COHOCTON RIVER,NYSDOT,1931,11/08/2016,SD,4.38
uben,Bath (Town),RTE 415 1.5 MI NW OF BATH,415 15 64011340 HICKORY CREEK,NYSDOT,1972,09/02/2015,N,5.47
uben,Bath (Town),IN SAVONA,415 415 64011254 MUD CREEK,NYSDOT,1999,09/24/2015,N,6.18
uben,Bath (Town),2.8MI NW OF SAVONA,415 415 64011280 SMITH CREEK,NYSDOT,1935,03/21/2016,N,4.79
uben,Bath (Town),3.1 MI NE OF TOWLESVILLE,COCHRANE ROAD CAMPBELL CREEK,40 - Town,1993,05/16/2017,N,6.85
uben,Bath (Town),2.4 MI SE OF BATH,COUNTY ROAD 11 COHOCTON RIVER,30 - County,1960,09/08/2016,N,6.68
uben,Bath (Town),2.7 MI SE OF BATH,COUNTY ROAD 11 CULVER CREEK,30 - County,1990,05/01/2017,N,4.52
uben,Bath (Town),3.5 MI SE OF BATH,COUNTY ROAD 11 GULF CREEK,30 - County,1996,05/01/2017,N,6.47
uben,Bath (Town),3.0 MI SE OF TOWLESVILLE,COUNTY ROAD 14 BUCKS CREEK,30 - County,2013,09/06/2017,N,6.71
uben,Bath (Town),3.4 MI SW OF KANONA,COUNTY ROAD 14 CAMPBELL CREEK,30 - County,1990,05/23/2017,N,6.33
uben,Bath (Town),3 MI SE OF TOWLESVILLE,COUNTY ROAD 14 MAXWELL CREEK,30 - County,1998,09/12/2016,N,6.29
uben,Bath (Town),2.7 MI SW OF KANONA,COUNTY ROAD 14 SINCLAIR CREEK,30 - County,2011,11/10/2015,N,7.00
uben,Bath (Town),2.3 MI NW OF BATH,COUNTY ROAD 15 COHOCTON RIVER,30 - County,1973,09/06/2017,N,4.46
uben,Bath (Town),2.6 MI NW OF BATH,COUNTY ROAD 15 KNIGHT CREEK,30 - County,1991,09/06/2017,N,3.00
uben,Bath (Town),3.4 MILES EAST OF BATH,COUNTY ROAD 16 SMITH RUN CREEK,30 - County,1988,04/18/2017,N,5.37
uben,Bath (Town),3.6 MI E OF BATH,CR 16 SMITH RUN CREEK,30 - County,1994,08/18/2016,N,6.91
uben,Bath (Town),4.7 MI E OF BATH,CR 16 TELEGRAPH CREEK,30 - County,1992,04/03/2017,N,6.67
uben,Bath (Town),1.3 MILES S OF KANONA,DANIELS ROAD KNIGHT CREEK,40 - Town,1995,06/26/2017,SD,4.73
uben,Bath (Town),2.7 MI SE OF BATH,EAGLE VALLEY ROAD STOCKING CREEK,40 - Town,1998,05/04/2017,FO,6.52
uben,Bath (Town),5.7 MI. SW OF BATH,FORT HILL RD CAMPBELL CREEK,40 - Town,1992,08/31/2016,N,7.00
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Steuben County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uben,Bath (Town),1.7 MI SE OF KANONA,HARRISBURG HOLLOW ROAD HARRISBURG HOLLOW CRK,40 - Town,1936,07/17/2017,N,5.24
uben,Bath (Town),0.6 MI W OF SONORA,KETTLE RD MUD CREEK,40 - Town,1950,08/18/2016,N,5.42
uben,Bath (Town),2.7 MI SE OF BATH,NASH ROAD CULVER CREEK,40 - Town,1940,04/03/2017,N,5.17
uben,Bath (Town),3.0 MI SE OF BATH,NASH ROAD CULVER CREEK,40 - Town,2008,11/09/2016,N,6.91
uben,Bath (Town),2.6 MI E OF SAVONA,PARKER ROAD TRIB WOLF RUN,40 - Town,2000,04/25/2017,N,6.71
uben,Bath (Town),0.2 MI N OF SONORA,SONORA ROAD MUD CREEK,40 - Town,1964,03/30/2017,N,6.00
uben,Bath (Town),1.7 MI SE OF KANONA,SPAULDING ROAD HARRISBURG HOL CK,40 - Town,1997,05/16/2017,N,6.00
uben,Bath (Town),04 MI SE JCT CR 14 STE RD,STEWART ROAD BUCKS CREEK,40 - Town,1982,06/14/2017,N,4.00
uben,Bath (Town),3.9 MILES SE OF BATH,TUCKER ROAD STOCKING CREEK,40 - Town,2005,06/14/2017,FO,6.91
uben,Bath (Town),2.7 MI E OF TOWLESVILLE,TURNPIKE ROAD CAMPBELL CREEK,40 - Town,2002,09/08/2016,N,6.71
uben,Bath (Town),2.8 MI SE OF TOWLESVILLE,UNIONVILLE ROAD BUCKS CREEK,40 - Town,2009,07/20/2017,N,7.00
uben,Bath (Town),0.1 MI W OF BATH VILLAGE,VETERANS AVENUE COHOCTON RIVER,50 - Federal (Other than,1938,09/15/2014,SD,3.80
"",,,,those listed below),,,,
uben,Bath (Village),NEAR EXIT 38 0F I86,86I 17 64044247 B & H RR,NYSDOT,1971,05/15/2017,SD,5.47
uben,Bath (Village),NW END VILLAGE OF BATH,86I 17 64044252 54 54 64011203,NYSDOT,1971,05/23/2017,N,4.74
uben,Bath (Village),NW END VILLAGE OF BATH,86I 17 64044252 54 64011204,NYSDOT,1971,05/23/2017,N,4.56
uben,Bath (Village),0.6 MI SE OF BATH RTE 17,86I 17 64044258 CAMERON STREET,NYSDOT,1971,04/14/2017,N,5.16
uben,Bath (Village),0.6 MI SE OF BATH RTE 17,86I 17 64044258 CAMERON STREET,NYSDOT,1971,04/14/2017,N,5.39
uben,Bath (Village),JCT I86 & B&HRR - SE BATH,86I 17 64044267 B & H RR,NYSDOT,1971,04/20/2017,SD,4.51
uben,Bath (Village),JCT I86 & B&HRR - SE BATH,86I 17 64044267 B & H RR,NYSDOT,1971,04/21/2017,SD,4.50
uben,Bath (Village),NEAR EXIT 38 OF I86,86I  17 64044247 B & H RR,NYSDOT,1971,05/16/2017,SD,5.93
uben,Bath (Village),AT BATH,CAMERON STREET COHOCTON RIVER,41 - Village,1970,07/27/2017,N,5.60
uben,Bradford (Town),4.4 MI NE OF SAVONA,226 226 64011045 SONORA BROOK,NYSDOT,1959,06/15/2017,N,4.66
uben,Bradford (Town),5.2 MI NE OF SAVONA,226 226 64011052 UNKNOWN CREEK,NYSDOT,1935,06/15/2017,SD,4.79
uben,Bradford (Town),2.4 MI W OF BRADFORD,AULLS ROAD MUD CREEK,40 - Town,2015,08/29/2017,N,7.00
uben,Bradford (Town),2.4 MILES W OF BRADFORD,COUNTY ROAD 16 BIRDSEYE HOLLOW,30 - County,1951,04/26/2017,N,5.77
uben,Bradford (Town),ON CR#20 IN BRADFORD,COUNTY ROAD 16 WHITEHEAD CREEK,30 - County,1988,04/25/2017,N,6.19
uben,Bradford (Town),0.6 MI SE OF SONORA,COUNTY ROAD 18 TRIB MUD CREEK,30 - County,1986,08/29/2016,N,6.91
uben,Bradford (Town),IN BRADFORD,COUNTY ROAD 20 MUD CREEK,30 - County,1994,05/01/2017,N,6.38
uben,Bradford (Town),1.7 MI SW OF BRADFORD,MYERS ROAD MUD CREEK,40 - Town,2010,11/07/2016,N,7.00
uben,Bradford (Town),0.6 MILES SW OF BRADFORD,RABBIT ROAD MUD CREEK,40 - Town,2001,04/24/2017,N,7.00
uben,Cameron (Town),1.8 MI NW OF CAMERON,COUNTY ROAD 119 CANISTEO RIVER,30 - County,1993,07/24/2017,N,6.56
uben,Cameron (Town),.7 MILE NW OF CAMERON,COUNTY ROAD 119 CANISTEO RIVER,30 - County,1989,07/24/2017,N,4.50
uben,Cameron (Town),1.9 MI NW OF HEDGESVILLE,COUNTY ROAD 21 N B TUSCARORA CRK,30 - County,1962,08/22/2017,N,6.00
"",,,"NY State Highway Bridge Data:  October 31, 2017",,,,,
"",,,Steuben County,,,,,
"",,,,,Year,Date,,NYS
"",,,,,Built or,of Last,SD/FO,Condition
nty,Municipality,Location,Feature Carried Feature Crossed,Owner,Replaced,Inspection,Status,Rating
uben,Cameron (Town),0.7 MI SE OF CAMERON,COUNTY ROAD 22 CANISTEO RIVER,30 - County,1960,07/26/2017,SD,4.53
uben,Cameron (Town),1.3 MI NE CAMERON MILLS,COUNTY ROAD 24 HELMER CREEK,30 - County,1990,10/02/2017,N,6.71
uben,Cameron (Town),1.5 MI NE OF CAMERON MLLS,COUNTY ROAD 25 HELMER CREEK,30 - County,1993,07/20/2017,N,6.67
uben,Cameron (Town),0.7 MI NW OF CAMERON,MCMASTER ROAD BROOKLYN CREEK,40 - Town,1972,05/18/2017,N,5.57
uben,Campbell (Town),0.2 MI E OF COOPERSPLAINS,86I 15 64011156 MEADS CREEK,NYSDOT,2011,08/25/2017,N,7.00
uben,Campbell (Town),0.2 MI E OF COOPERSPLAINS,86I 15 64011156 MEADS CREEK,NYSDOT,2011,08/25/2015,N,6.57
uben,Campbell (Town),JCT RTE 17 COHOCTON R,86I 15 64011166 COHOCTON RIVER,NYSDOT,1967,09/03/2015,FO,5.03
uben,Campbell (Town),JCT RTE 17 COHOCTON R,86I 15 64011166 COHOCTON RIVER,NYSDOT,1967,09/02/2015,FO,4.58
uben,Campbell (Town),1.5 MI S JCT RTS 17 + 333,86I 15 64011181 CURTIS HOLLOW RD,NYSDOT,1967,06/01/2017,SD,5.15
uben,Campbell (Town),1.5 MI S JCT RTS 17 + 333,86I 15 64011181 CURTIS HOLLOW RD,NYSDOT,1967,06/01/2017,SD,5.12
uben,Campbell (Town),1.2 MI S JCT I86 & SR 333,86I 15 64011185 CURTIS HOLLOW CRK,NYSDOT,1967,07/13/2017,N,5.00
uben,Campbell (Town),1.2 MI S JCT I86 & SR 333,86I 15 64011185 CURTIS HOLLOW CRK,NYSDOT,1967,07/13/2017,N,4.79
uben,Campbell (Town),0.3 MI S JCT RTS 17 + 333,86I 15 64011192 COHOCTON RIVER,NYSDOT,1967,06/22/2017,FO,4.74
uben,Campbell (Town),0.3 MI S JCT RTS 17 + 333,86I 15 64011192 COHOCTON RIVER,NYSDOT,1967,06/22/2017,FO,4.94
uben,Campbell (Town),3.4 MI NW JCT RTS 17 +333,86I 17 64044333 COUNTY ROAD 125,NYSDOT,1969,05/05/2017,N,5.02
uben,Campbell (Town),3.4 MI NW JCT RTS 17 +333,86I 17 64044333 COUNTY ROAD 125,NYSDOT,1969,05/05/2017,N,5.16
uben,Campbell (Town),0.2 MI NW JCT RTS 17 +333,86I 17 64044365 MCNUTT RUN,NYSDOT,1969,03/23/2017,N,5.67
uben,Campbell (Town),JCT RTS 17 + 333,86I 17 64044367 333 333 64011076,NYSDOT,1967,05/01/2017,FO,5.07
uben,Campbell (Town),JCT RTS 17 + 333,86I 17 64044367 333 333 64011076,NYSDOT,1967,05/01/2017,FO,4.77
uben,Campbell (Town),0.5 MI W OF COOPERSPLAINS,415 415 64011079 86I  15 64011164,NYSDOT,1967,11/30/2016,SD,5.58
uben,Campbell (Town),0.7 MI EAST OF CAMPBELL,415 415 64011212 McNUTT RUN CREEK,NYSDOT,2006,10/31/2016,N,6.57
uben,Campbell (Town),1.5 MI N OF CAMPBELL,415 415 64011220 WOLF RUN CREEK,NYSDOT,2009,09/24/2015,N,6.85
uben,Campbell (Town),0.2 MI NW JCT RTS 17 +333,86I  17 64044365 MCNUTT RUN,NYSDOT,1969,03/23/2017,FO,5.80
uben,Campbell (Town),IN COOPERSPLAINS,960M415 64011000 86I 15 64011158,NYSDOT,2011,09/16/2015,N,6.76
uben,Campbell (Town),1.4 MI SW OF CAMPBELL,COUNTY ROAD 1 MICHIGAN CREEK,30 - County,1973,09/14/2017,N,6.89
uben,Campbell (Town),.7 MI-N OF COOPERS PLAINS,COUNTY ROAD 26 MEADS CREEK,30 - County,1987,07/20/2017,N,5.98
uben,Campbell (Town),2.1 MI N OF E CAMPBELL,COUNTY ROAD 26 MEADS CREEK,30 - County,1990,03/28/2017,N,6.36
uben,Campbell (Town),0.5 MI S OF E CAMPBELL,COUNTY ROAD 26 DRY RUN CREEK,30 - County,1993,09/06/2017,N,6.57
uben,Campbell (Town),RTE 333 IN CAMPBELL,COUNTY ROAD 333 OVERFLOW CHANNEL,30 - County,1983,03/21/2017,N,6.02
uben,Campbell (Town),JCT RTE. 333 & COHOCTON R,COUNTY ROAD 333 COHOCTON RIVER,30 - County,1983,04/24/2017,N,5.42
uben,Campbell (Town),.5 MILE WEST OF CAMPBELL,COUNTY ROAD 333 MICHIGAN CREEK,30 - County,1939,07/18/2016,FO,3.44
